Dispatch_ID,GPU_ID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Correlation_ID,Kernel_ID,GRBM_GUI_ACTIVE,SQ_INSTS_VALU_MFMA_MOPS_BF16,SQ_INSTS_VALU_MFMA_MOPS_F16,SQ_INSTS_VALU_MFMA_MOPS_F32,SQ_INSTS_VALU_MFMA_MOPS_F64,SQ_INSTS_VALU_MFMA_MOPS_I8,SQ_WAVES,Start_Timestamp,End_Timestamp
0,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,1,7,21111.0,0.0,0.0,0.0,0.0,0.0,8.0,4912586596535473.0,4912586596540433.0
1,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,2,7,19659.0,0.0,0.0,0.0,0.0,0.0,8.0,4912586725915372.0,4912586725920012.0
2,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,3,7,22041.0,0.0,0.0,0.0,0.0,0.0,8.0,4912586744844412.0,4912586744849692.0
3,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,4,7,18491.0,0.0,0.0,0.0,0.0,0.0,8.0,4912586744968573.0,4912586744972893.0
4,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,5,7,18289.0,0.0,0.0,0.0,0.0,0.0,8.0,4912586745088574.0,4912586745092734.0
5,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,6,7,20617.0,0.0,0.0,0.0,0.0,0.0,8.0,4912586797215252.0,4912586797220372.0
6,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,7,7,18195.0,0.0,0.0,0.0,0.0,0.0,8.0,4912586797282932.0,4912586797287252.0
7,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,8,7,18325.0,0.0,0.0,0.0,0.0,0.0,8.0,4912586797346292.0,4912586797350452.0
8,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,9,7,20331.0,0.0,0.0,0.0,0.0,0.0,8.0,4912587415171336.0,4912587415176456.0
9,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,10,7,18255.0,0.0,0.0,0.0,0.0,0.0,8.0,4912587415248776.0,4912587415253096.0
10,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,11,7,17387.0,0.0,0.0,0.0,0.0,0.0,8.0,4912587415307656.0,4912587415311816.0
11,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,12,7,20777.0,0.0,0.0,0.0,0.0,0.0,8.0,4912588037500132.0,4912588037505092.0
12,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,13,7,17813.0,0.0,0.0,0.0,0.0,0.0,8.0,4912588037569252.0,4912588037573412.0
13,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,14,7,18003.0,0.0,0.0,0.0,0.0,0.0,8.0,4912588037627972.0,4912588037632132.0
14,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,15,7,20529.0,0.0,0.0,0.0,0.0,0.0,8.0,4912588666089920.0,4912588666095200.0
15,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,16,7,17895.0,0.0,0.0,0.0,0.0,0.0,8.0,4912588666168160.0,4912588666172320.0
16,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,17,7,17819.0,0.0,0.0,0.0,0.0,0.0,8.0,4912588666231520.0,4912588666235680.0
17,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,18,7,20247.0,0.0,0.0,0.0,0.0,0.0,8.0,4912589294239340.0,4912589294244460.0
18,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,19,7,18005.0,0.0,0.0,0.0,0.0,0.0,8.0,4912589294313580.0,4912589294317740.0
19,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,20,7,19273.0,0.0,0.0,0.0,0.0,0.0,8.0,4912589294373580.0,4912589294378220.0
20,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,21,7,21271.0,0.0,0.0,0.0,0.0,0.0,8.0,4912589898650092.0,4912589898655372.0
21,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,22,7,17775.0,0.0,0.0,0.0,0.0,0.0,8.0,4912589898724492.0,4912589898728492.0
22,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,23,7,18643.0,0.0,0.0,0.0,0.0,0.0,8.0,4912589898783852.0,4912589898788332.0
23,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,24,7,20429.0,0.0,0.0,0.0,0.0,0.0,8.0,4912590561512305.0,4912590561517425.0
24,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,25,7,17781.0,0.0,0.0,0.0,0.0,0.0,8.0,4912590561587825.0,4912590561591985.0
25,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,26,7,18663.0,0.0,0.0,0.0,0.0,0.0,8.0,4912590561662225.0,4912590561666865.0
26,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,27,7,23445.0,0.0,0.0,0.0,0.0,0.0,8.0,4912591199165467.0,4912591199171867.0
27,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,28,7,21097.0,0.0,0.0,0.0,0.0,0.0,8.0,4912591199249787.0,4912591199255867.0
28,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,29,7,19013.0,0.0,0.0,0.0,0.0,0.0,8.0,4912591199312827.0,4912591199317307.0
29,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,30,7,23277.0,0.0,0.0,0.0,0.0,0.0,8.0,4912591826766092.0,4912591826772652.0
30,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,31,7,21097.0,0.0,0.0,0.0,0.0,0.0,8.0,4912591826842252.0,4912591826848012.0
31,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,32,7,18860.0,0.0,0.0,0.0,0.0,0.0,8.0,4912591826907692.0,4912591826912172.0
32,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,33,7,22781.0,0.0,0.0,0.0,0.0,0.0,8.0,4912592452644660.0,4912592452650900.0
33,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,34,7,21837.0,0.0,0.0,0.0,0.0,0.0,8.0,4912592452724660.0,4912592452730900.0
34,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,35,7,19336.0,0.0,0.0,0.0,0.0,0.0,8.0,4912592452795700.0,4912592452800340.0
35,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,36,7,23913.0,0.0,0.0,0.0,0.0,0.0,8.0,4912593049859236.0,4912593049866116.0
36,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,37,7,21231.0,0.0,0.0,0.0,0.0,0.0,8.0,4912593049940196.0,4912593049946276.0
37,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,38,7,18933.0,0.0,0.0,0.0,0.0,0.0,8.0,4912593050004836.0,4912593050009316.0
38,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,39,7,24641.0,0.0,0.0,0.0,0.0,0.0,8.0,4912593646042983.0,4912593646050343.0
39,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,40,7,22113.0,0.0,0.0,0.0,0.0,0.0,8.0,4912593646125703.0,4912593646131943.0
40,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,41,7,19343.0,0.0,0.0,0.0,0.0,0.0,8.0,4912593646188583.0,4912593646193383.0
41,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,42,7,23397.0,0.0,0.0,0.0,0.0,0.0,8.0,4912594206674539.0,4912594206681099.0
42,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,43,7,22049.0,0.0,0.0,0.0,0.0,0.0,8.0,4912594206752779.0,4912594206759179.0
43,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,44,7,18989.0,0.0,0.0,0.0,0.0,0.0,8.0,4912594206819819.0,4912594206824459.0
44,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,45,7,23975.0,0.0,0.0,0.0,0.0,0.0,8.0,4912594761751049.0,4912594761757929.0
45,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,46,7,22179.0,0.0,0.0,0.0,0.0,0.0,8.0,4912594761874409.0,4912594761880809.0
46,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,47,7,19359.0,0.0,0.0,0.0,0.0,0.0,8.0,4912594761940009.0,4912594761944809.0
47,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,48,7,24049.0,0.0,0.0,0.0,0.0,0.0,8.0,4912595324234054.0,4912595324240934.0
48,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,49,7,22721.0,0.0,0.0,0.0,0.0,0.0,8.0,4912595324309414.0,4912595324316134.0
49,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,50,7,19873.0,0.0,0.0,0.0,0.0,0.0,8.0,4912595324373574.0,4912595324378854.0
50,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,51,7,22947.0,0.0,0.0,0.0,0.0,0.0,8.0,4912595911895051.0,4912595911901451.0
51,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,52,7,21101.0,0.0,0.0,0.0,0.0,0.0,8.0,4912595911976171.0,4912595911982091.0
52,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,53,7,19107.0,0.0,0.0,0.0,0.0,0.0,8.0,4912595912042731.0,4912595912047531.0
53,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,54,7,23351.0,0.0,0.0,0.0,0.0,0.0,8.0,4912596488364185.0,4912596488370905.0
54,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,55,7,22105.0,0.0,0.0,0.0,0.0,0.0,8.0,4912596488443705.0,4912596488450265.0
55,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,56,7,19973.0,0.0,0.0,0.0,0.0,0.0,8.0,4912596488511385.0,4912596488516345.0
56,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,57,7,21395.0,0.0,0.0,0.0,0.0,0.0,8.0,4912597051632812.0,4912597051638572.0
57,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,58,7,18941.0,0.0,0.0,0.0,0.0,0.0,8.0,4912597051706252.0,4912597051710892.0
58,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,59,7,18263.0,0.0,0.0,0.0,0.0,0.0,8.0,4912597051768332.0,4912597051772652.0
59,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,60,7,24259.0,0.0,0.0,0.0,0.0,0.0,8.0,4912597598614504.0,4912597598621864.0
60,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,61,7,20977.0,0.0,0.0,0.0,0.0,0.0,8.0,4912597598693384.0,4912597598699144.0
61,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,62,7,20023.0,0.0,0.0,0.0,0.0,0.0,8.0,4912597598755144.0,4912597598760424.0
62,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,63,7,20875.0,0.0,0.0,0.0,0.0,0.0,8.0,4912598167003589.0,4912598167008709.0
63,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,64,7,18607.0,0.0,0.0,0.0,0.0,0.0,8.0,4912598167080709.0,4912598167085189.0
64,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,65,7,18521.0,0.0,0.0,0.0,0.0,0.0,8.0,4912598167145349.0,4912598167149829.0
65,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,66,7,23511.0,0.0,0.0,0.0,0.0,0.0,8.0,4912598709122256.0,4912598709128976.0
66,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,67,7,21589.0,0.0,0.0,0.0,0.0,0.0,8.0,4912598709199536.0,4912598709205776.0
67,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,68,7,18921.0,0.0,0.0,0.0,0.0,0.0,8.0,4912598709283536.0,4912598709288176.0
68,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,69,7,23153.0,0.0,0.0,0.0,0.0,0.0,8.0,4912599288645520.0,4912599288652080.0
69,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,70,7,22023.0,0.0,0.0,0.0,0.0,0.0,8.0,4912599288723920.0,4912599288730480.0
70,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,71,7,18709.0,0.0,0.0,0.0,0.0,0.0,8.0,4912599288788400.0,4912599288793040.0
71,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,72,7,20943.0,0.0,0.0,0.0,0.0,0.0,8.0,4912599851784421.0,4912599851789701.0
72,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,73,7,18427.0,0.0,0.0,0.0,0.0,0.0,8.0,4912599851857701.0,4912599851862021.0
73,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,74,7,18308.0,0.0,0.0,0.0,0.0,0.0,8.0,4912599851918021.0,4912599851922181.0
74,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,75,7,23963.0,0.0,0.0,0.0,0.0,0.0,8.0,4912600408929532.0,4912600408936572.0
75,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,76,7,21849.0,0.0,0.0,0.0,0.0,0.0,8.0,4912600409007932.0,4912600409014012.0
76,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,77,7,19661.0,0.0,0.0,0.0,0.0,0.0,8.0,4912600409074972.0,4912600409079772.0
77,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,78,7,23649.0,0.0,0.0,0.0,0.0,0.0,8.0,4912600985782184.0,4912600985788904.0
78,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,79,7,20565.0,0.0,0.0,0.0,0.0,0.0,8.0,4912600985859304.0,4912600985864904.0
79,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,80,7,18827.0,0.0,0.0,0.0,0.0,0.0,8.0,4912600985926664.0,4912600985931304.0
80,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,81,7,24843.0,0.0,0.0,0.0,0.0,0.0,8.0,4912601561347867.0,4912601561355227.0
81,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,82,7,21715.0,0.0,0.0,0.0,0.0,0.0,8.0,4912601561425307.0,4912601561431227.0
82,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,83,7,19164.0,0.0,0.0,0.0,0.0,0.0,8.0,4912601561489147.0,4912601561493947.0
83,1,256,256,0,0,12,4,32,64,__amd_rocclr_fillBufferAligned,84,4,21559.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602123998342.0,4912602124003782.0
84,1,256,256,0,0,12,4,32,64,__amd_rocclr_fillBufferAligned,85,4,19763.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602124068422.0,4912602124073382.0
85,1,2048,256,0,0,8,0,32,64,"batch_decode_kernels::embedding(float*, unsigned short const*, int const*, int*, int, int, int, int)",86,35,22925.0,0.0,0.0,0.0,0.0,0.0,32.0,4912602127191796.0,4912602127197396.0
86,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",87,36,33925.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602127258036.0,4912602127271316.0
87,1,233472,256,0,0,16,0,32,64,"batch_decode_kernels::dual_gemv(float*, unsigned short const*, int, float*, unsigned short const*, int, float const*, int, int)",88,18,72895.0,0.0,0.0,0.0,0.0,0.0,3648.0,4912602127329876.0,4912602127368276.0
88,1,256,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",89,43,33575.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602127435477.0,4912602127448277.0
89,1,524288,256,0,0,36,4,32,64,"batch_decode_kernels::q_absorb_rope(float*, float*, float const*, unsigned short const*, int, int, int, int, int, int, int, float const*, int)",90,44,35611.0,0.0,0.0,0.0,0.0,0.0,8192.0,4912602127507637.0,4912602127522997.0
90,1,1024,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",91,27,27611.0,0.0,0.0,0.0,0.0,0.0,16.0,4912602127592277.0,4912602127601877.0
91,1,4096,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",92,52,26089.0,0.0,0.0,0.0,0.0,0.0,64.0,4912602128432921.0,4912602128440921.0
92,1,524288,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",93,41,27441.0,0.0,0.0,0.0,0.0,0.0,8192.0,4912602128508761.0,4912602128518841.0
93,1,131072,256,0,0,20,4,32,64,"batch_decode_kernels::value_up(float*, float const*, unsigned short const*, int, int, int, int, unsigned long)",94,45,31371.0,0.0,0.0,0.0,0.0,0.0,2048.0,4912602128578362.0,4912602128590362.0
94,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",95,24,48517.0,0.0,0.0,0.0,0.0,0.0,2048.0,4912602128653722.0,4912602128676602.0
95,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",96,36,34874.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602128742362.0,4912602128756123.0
96,1,700416,256,0,0,24,0,32,64,"batch_decode_kernels::gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",97,37,190913.0,0.0,0.0,0.0,0.0,0.0,10944.0,4912602128816283.0,4912602128931163.0
97,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",98,24,151553.0,0.0,0.0,0.0,0.0,0.0,2048.0,4912602128990684.0,4912602129079004.0
98,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",99,36,34705.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602129144924.0,4912602129158684.0
99,1,233472,256,0,0,16,0,32,64,"batch_decode_kernels::dual_gemv(float*, unsigned short const*, int, float*, unsigned short const*, int, float const*, int, int)",100,18,73222.0,0.0,0.0,0.0,0.0,0.0,3648.0,4912602129222205.0,4912602129260445.0
100,1,256,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",101,43,29603.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602129328125.0,4912602129338845.0
101,1,524288,256,0,0,36,4,32,64,"batch_decode_kernels::q_absorb_rope(float*, float*, float const*, unsigned short const*, int, int, int, int, int, int, int, float const*, int)",102,44,36838.0,0.0,0.0,0.0,0.0,0.0,8192.0,4912602129397085.0,4912602129412765.0
102,1,1024,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",103,27,29381.0,0.0,0.0,0.0,0.0,0.0,16.0,4912602129475326.0,4912602129485886.0
103,1,4096,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",104,52,25309.0,0.0,0.0,0.0,0.0,0.0,64.0,4912602129549406.0,4912602129557246.0
104,1,524288,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",105,41,26865.0,0.0,0.0,0.0,0.0,0.0,8192.0,4912602129619166.0,4912602129628766.0
105,1,131072,256,0,0,20,4,32,64,"batch_decode_kernels::value_up(float*, float const*, unsigned short const*, int, int, int, int, unsigned long)",106,45,32132.0,0.0,0.0,0.0,0.0,0.0,2048.0,4912602129689247.0,4912602129701407.0
106,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",107,24,49465.0,0.0,0.0,0.0,0.0,0.0,2048.0,4912602129760287.0,4912602129783647.0
107,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",108,36,35063.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602129842847.0,4912602129857087.0
108,1,4096,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",109,24,45090.0,0.0,0.0,0.0,0.0,0.0,64.0,4912602129913568.0,4912602129933248.0
109,1,64,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",110,55,39100.0,0.0,0.0,0.0,0.0,0.0,1.0,4912602130355010.0,4912602130370530.0
110,1,540672,256,0,0,20,4,48,64,"batch_decode_kernels::routed_shared_gate_up(float*, float*, float const*, char const*, unsigned long const*, unsigned long const*, int const*, unsigned short const*, unsigned short const*, int, int, int, int, int)",111,46,158133.0,0.0,0.0,0.0,0.0,0.0,8448.0,4912602130433250.0,4912602130525890.0
111,1,180224,256,0,0,24,0,32,64,"batch_decode_kernels::gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",112,37,68449.0,0.0,0.0,0.0,0.0,0.0,2816.0,4912602130588131.0,4912602130623331.0
112,1,131072,256,0,0,24,0,48,64,"batch_decode_kernels::routed_shared_down(float*, float const*, float const*, char const*, unsigned long const*, int const*, float const*, unsigned short const*, int, int, int, int, int)",113,21,116598.0,0.0,0.0,0.0,0.0,0.0,2048.0,4912602130689251.0,4912602130755011.0
113,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",114,24,57053.0,0.0,0.0,0.0,0.0,0.0,2048.0,4912602130823172.0,4912602130851812.0
114,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",115,36,35733.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602130913412.0,4912602130927652.0
115,1,233472,256,0,0,16,0,32,64,"batch_decode_kernels::dual_gemv(float*, unsigned short const*, int, float*, unsigned short const*, int, float const*, int, int)",116,18,73531.0,0.0,0.0,0.0,0.0,0.0,3648.0,4912602130993892.0,4912602131032293.0
116,1,256,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",117,43,31220.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602131099653.0,4912602131111173.0
117,1,524288,256,0,0,36,4,32,64,"batch_decode_kernels::q_absorb_rope(float*, float*, float const*, unsigned short const*, int, int, int, int, int, int, int, float const*, int)",118,44,36404.0,0.0,0.0,0.0,0.0,0.0,8192.0,4912602131177733.0,4912602131193253.0
118,1,1024,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",119,27,28869.0,0.0,0.0,0.0,0.0,0.0,16.0,4912602131262214.0,4912602131272294.0
119,1,4096,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",120,52,24666.0,0.0,0.0,0.0,0.0,0.0,64.0,4912602131335014.0,4912602131342694.0
120,1,524288,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",121,41,29760.0,0.0,0.0,0.0,0.0,0.0,8192.0,4912602131407174.0,4912602131418054.0
121,1,131072,256,0,0,20,4,32,64,"batch_decode_kernels::value_up(float*, float const*, unsigned short const*, int, int, int, int, unsigned long)",122,45,30529.0,0.0,0.0,0.0,0.0,0.0,2048.0,4912602131482215.0,4912602131493895.0
122,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",123,24,48922.0,0.0,0.0,0.0,0.0,0.0,2048.0,4912602131560935.0,4912602131583815.0
123,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",124,36,34707.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602131650215.0,4912602131663495.0
124,1,4096,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",125,24,45268.0,0.0,0.0,0.0,0.0,0.0,64.0,4912602131728456.0,4912602131748456.0
125,1,64,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",126,55,39189.0,0.0,0.0,0.0,0.0,0.0,1.0,4912602131810376.0,4912602131826856.0
126,1,540672,256,0,0,20,4,48,64,"batch_decode_kernels::routed_shared_gate_up(float*, float*, float const*, char const*, unsigned long const*, unsigned long const*, int const*, unsigned short const*, unsigned short const*, int, int, int, int, int)",127,46,157151.0,0.0,0.0,0.0,0.0,0.0,8448.0,4912602131893896.0,4912602131986377.0
127,1,180224,256,0,0,24,0,32,64,"batch_decode_kernels::gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",128,37,67017.0,0.0,0.0,0.0,0.0,0.0,2816.0,4912602132050057.0,4912602132085097.0
128,1,131072,256,0,0,24,0,48,64,"batch_decode_kernels::routed_shared_down(float*, float const*, float const*, char const*, unsigned long const*, int const*, float const*, unsigned short const*, int, int, int, int, int)",129,21,114307.0,0.0,0.0,0.0,0.0,0.0,2048.0,4912602132154377.0,4912602132219018.0
129,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",130,24,56407.0,0.0,0.0,0.0,0.0,0.0,2048.0,4912602132281418.0,4912602132309098.0
130,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",131,36,34694.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602132374698.0,4912602132388459.0
131,1,233472,256,0,0,16,0,32,64,"batch_decode_kernels::dual_gemv(float*, unsigned short const*, int, float*, unsigned short const*, int, float const*, int, int)",132,18,74082.0,0.0,0.0,0.0,0.0,0.0,3648.0,4912602132453899.0,4912602132492779.0
132,1,256,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",133,43,32210.0,0.0,0.0,0.0,0.0,0.0,4.0,4912602132558539.0,4912602132570539.0
133,1,524288,256,0,0,36,4,32,64,"batch_decode_kernels::q_absorb_rope(float*, float*, float const*, unsigned short const*, int, int, int, int, int, int, int, float const*, int)",134,44,36293.0,0.0,0.0,0.0,0.0,0.0,8192.0,4912602132635340.0,4912602132650860.0
134,1,1024,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",135,27,28354.0,0.0,0.0,0.0,0.0,0.0,16.0,4912602132723340.0,4912602132733100.0
135,1,4096,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",136,52,24433.0,0.0,0.0,0.0,0.0,0.0,64.0,4912602132799820.0,4912602132807660.0
136,1,524288,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",137,41,28682.0,0.0,0.0,0.0,0.0,0.0,8192.0,4912602132871661.0,4912602132881741.0
