workload_name,command,ip_blocks,timestamp,version,hostname,cpu_model,sbios,linux_distro,linux_kernel_version,amd_gpu_kernel_version,cpu_memory,gpu_memory,rocm_version,vbios,compute_partition,memory_partition,gpu_series,gpu_model,gpu_arch,gpu_chip_id,gpu_l1,gpu_l2,cu_per_gpu,simd_per_cu,se_per_gpu,wave_size,workgroup_max_size,max_waves_per_cu,max_sclk,max_mclk,cur_sclk,cur_mclk,l2_banks,total_l2_chan,lds_banks_per_cu,sqc_per_gpu,pipes_per_gpu,num_xcd,num_hbm_channels
mla_moe_current_flops,./run /remote/vast0/share-mv/deepseek-ai/DeepSeek-V2-Lite getp /tmp/mla-moe-rocprof-requests.txt /tmp/mla-moe-current-profile-flops.out 2,SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF,Fri Aug 14 12:12:43 2026 (+07),3,mv-mi250-08,AMD EPYC 7413 24-Core Processor,"American Megatrends International, LLC.2.4",Ubuntu 24.04.3 LTS,6.8.0-124-generic,6.16.13,528127220,67092480,7.2.2,113-D65210V-073,SPX,N/A,MI200,MI210,gfx90a,29708,16,8192,104,4,8,64,1024,32,1700,1700,1700,1700,32,32,32,56,4,1,32
