Dispatch_ID,GPU_ID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Correlation_ID,Kernel_ID,GRBM_GUI_ACTIVE,SQ_LDS_BANK_CONFLICT,SQ_LDS_IDX_ACTIVE,SQ_WAVES,TCC_BUSY_sum,TCP_GATE_EN1_sum,TCP_GATE_EN2_sum,Start_Timestamp,End_Timestamp
384,1,131072,256,0,0,24,0,48,64,"batch_decode_kernels::routed_shared_down(float*, float const*, float const*, char const*, unsigned long const*, int const*, float const*, unsigned short const*, int, int, int, int, int)",385,19,115949.0,0.0,294912.0,2048.0,2997391.0,10960914.0,9598682.0,4912630704971779.0,4912630705037219.0
385,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",386,38,56490.0,0.0,98304.0,2048.0,1226743.0,4876212.0,3961592.0,4912630705188100.0,4912630705216100.0
386,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",387,36,33360.0,0.0,70.0,4.0,63967.0,577970.0,15160.0,4912630705395621.0,4912630705408741.0
387,1,233472,256,0,0,16,0,32,64,"batch_decode_kernels::dual_gemv(float*, unsigned short const*, int, float*, unsigned short const*, int, float const*, int, int)",388,37,74212.0,0.0,175104.0,3648.0,1710017.0,6603145.0,4976543.0,4912630705604262.0,4912630705642662.0
388,1,256,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",389,33,28761.0,0.0,70.0,4.0,46024.0,518339.0,6206.0,4912630705811142.0,4912630705821543.0
389,1,524288,256,0,0,36,4,32,64,"batch_decode_kernels::q_absorb_rope(float*, float*, float const*, unsigned short const*, int, int, int, int, int, int, int, float const*, int)",390,41,35810.0,0.0,393216.0,8192.0,492403.0,2708111.0,1629478.0,4912630705974311.0,4912630705989991.0
390,1,1024,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",391,43,29754.0,0.0,768.0,16.0,88807.0,1148124.0,40202.0,4912630706154951.0,4912630706165031.0
391,1,4096,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",392,52,24187.0,0.0,2048.0,64.0,60888.0,1567270.0,45994.0,4912630706322951.0,4912630706330791.0
392,1,524288,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",393,26,28850.0,0.0,196608.0,8192.0,134017.0,2028575.0,830912.0,4912630706488712.0,4912630706499592.0
393,1,131072,256,0,0,20,4,32,64,"batch_decode_kernels::value_up(float*, float const*, unsigned short const*, int, int, int, int, unsigned long)",394,30,31728.0,0.0,98304.0,2048.0,374992.0,2234352.0,1220534.0,4912630706658953.0,4912630706670793.0
394,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",395,38,49042.0,0.0,98304.0,2048.0,968816.0,4004692.0,3122459.0,4912630706824874.0,4912630706848234.0
395,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",396,36,32632.0,0.0,70.0,4.0,63457.0,568480.0,14511.0,4912630707043275.0,4912630707056075.0
396,1,4096,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",397,38,49453.0,0.0,3072.0,64.0,236202.0,4018407.0,460762.0,4912630707205675.0,4912630707227755.0
397,1,64,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",398,57,38696.0,0.0,368.0,1.0,43078.0,652265.0,5920.0,4912630707421676.0,4912630707437996.0
398,1,540672,256,0,0,20,4,48,64,"batch_decode_kernels::routed_shared_gate_up(float*, float*, float const*, char const*, unsigned long const*, unsigned long const*, int const*, unsigned short const*, unsigned short const*, int, int, int, int, int)",399,46,162241.0,0.0,405504.0,8448.0,4407504.0,15390573.0,14307769.0,4912630707629517.0,4912630707725197.0
399,1,180224,256,0,0,24,0,32,64,"batch_decode_kernels::gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",400,23,68465.0,0.0,270336.0,2816.0,1500454.0,5909595.0,4940608.0,4912630707893518.0,4912630707929038.0
400,1,131072,256,0,0,24,0,48,64,"batch_decode_kernels::routed_shared_down(float*, float const*, float const*, char const*, unsigned long const*, int const*, float const*, unsigned short const*, int, int, int, int, int)",401,19,115135.0,0.0,294912.0,2048.0,3004721.0,10933094.0,9648016.0,4912630708115759.0,4912630708181199.0
401,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",402,38,56692.0,0.0,98304.0,2048.0,1235209.0,4876524.0,3965271.0,4912630708373680.0,4912630708401840.0
402,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",403,36,34569.0,0.0,70.0,4.0,67474.0,582871.0,15406.0,4912630708591921.0,4912630708605201.0
403,1,233472,256,0,0,16,0,32,64,"batch_decode_kernels::dual_gemv(float*, unsigned short const*, int, float*, unsigned short const*, int, float const*, int, int)",404,37,75336.0,0.0,175104.0,3648.0,1744874.0,6690570.0,4951299.0,4912630708762962.0,4912630708802322.0
404,1,256,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",405,33,29710.0,0.0,70.0,4.0,47424.0,509928.0,6402.0,4912630708980563.0,4912630708990483.0
405,1,524288,256,0,0,36,4,32,64,"batch_decode_kernels::q_absorb_rope(float*, float*, float const*, unsigned short const*, int, int, int, int, int, int, int, float const*, int)",406,41,36028.0,0.0,393216.0,8192.0,506652.0,2739467.0,1628717.0,4912630709150804.0,4912630709166324.0
406,1,1024,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",407,43,28250.0,0.0,768.0,16.0,79423.0,1130080.0,38207.0,4912630709323284.0,4912630709333205.0
407,1,4096,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",408,52,25410.0,0.0,2048.0,64.0,61945.0,1571391.0,46380.0,4912630709493045.0,4912630709500885.0
408,1,524288,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",409,26,27858.0,0.0,196608.0,8192.0,122437.0,1920779.0,789678.0,4912630709665526.0,4912630709675766.0
409,1,131072,256,0,0,20,4,32,64,"batch_decode_kernels::value_up(float*, float const*, unsigned short const*, int, int, int, int, unsigned long)",410,30,32435.0,0.0,98304.0,2048.0,377177.0,2242568.0,1196216.0,4912630709835767.0,4912630709847927.0
410,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",411,38,48432.0,0.0,98304.0,2048.0,969901.0,4012934.0,3122100.0,4912630710009847.0,4912630710033048.0
411,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",412,36,33724.0,0.0,70.0,4.0,63562.0,585302.0,15793.0,4912630710268089.0,4912630710281369.0
412,1,4096,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",413,38,47794.0,0.0,3072.0,64.0,243058.0,3890526.0,430313.0,4912630710434009.0,4912630710455129.0
413,1,64,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",414,57,39325.0,0.0,368.0,1.0,44602.0,656230.0,6003.0,4912630710614490.0,4912630710631130.0
414,1,540672,256,0,0,20,4,48,64,"batch_decode_kernels::routed_shared_gate_up(float*, float*, float const*, char const*, unsigned long const*, unsigned long const*, int const*, unsigned short const*, unsigned short const*, int, int, int, int, int)",415,46,155213.0,0.0,405504.0,8448.0,4243984.0,15033281.0,14039862.0,4912630710787771.0,4912630710878811.0
415,1,180224,256,0,0,24,0,32,64,"batch_decode_kernels::gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",416,23,68995.0,0.0,270336.0,2816.0,1589664.0,6043573.0,5091262.0,4912630711074492.0,4912630711110812.0
416,1,131072,256,0,0,24,0,48,64,"batch_decode_kernels::routed_shared_down(float*, float const*, float const*, char const*, unsigned long const*, int const*, float const*, unsigned short const*, int, int, int, int, int)",417,19,115814.0,0.0,294912.0,2048.0,3019697.0,10895966.0,9630216.0,4912630711297853.0,4912630711363773.0
417,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",418,38,57314.0,0.0,98304.0,2048.0,1215698.0,4846767.0,3921083.0,4912630711513534.0,4912630711541534.0
418,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",419,36,32303.0,0.0,70.0,4.0,64068.0,567752.0,14513.0,4912630711694495.0,4912630711707135.0
419,1,233472,256,0,0,16,0,32,64,"batch_decode_kernels::dual_gemv(float*, unsigned short const*, int, float*, unsigned short const*, int, float const*, int, int)",420,37,74660.0,0.0,175104.0,3648.0,1741001.0,6702465.0,5059323.0,4912630711865376.0,4912630711904736.0
420,1,256,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",421,33,29367.0,0.0,70.0,4.0,47703.0,510461.0,6877.0,4912630712100097.0,4912630712110017.0
421,1,524288,256,0,0,36,4,32,64,"batch_decode_kernels::q_absorb_rope(float*, float*, float const*, unsigned short const*, int, int, int, int, int, int, int, float const*, int)",422,41,36423.0,0.0,393216.0,8192.0,495649.0,2776569.0,1596659.0,4912630712273057.0,4912630712288737.0
422,1,1024,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",423,43,27863.0,0.0,768.0,16.0,74628.0,1114883.0,35363.0,4912630712451298.0,4912630712461058.0
423,1,4096,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",424,52,25643.0,0.0,2048.0,64.0,67907.0,1595116.0,50046.0,4912630712626819.0,4912630712634659.0
424,1,524288,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",425,26,27734.0,0.0,196608.0,8192.0,127839.0,1919661.0,788586.0,4912630712808740.0,4912630712818820.0
425,1,131072,256,0,0,20,4,32,64,"batch_decode_kernels::value_up(float*, float const*, unsigned short const*, int, int, int, int, unsigned long)",426,30,31887.0,0.0,98304.0,2048.0,382173.0,2294880.0,1245814.0,4912630712986340.0,4912630712998660.0
426,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",427,38,50256.0,0.0,98304.0,2048.0,985449.0,4069770.0,3157024.0,4912630713170661.0,4912630713194181.0
427,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",428,36,33575.0,0.0,70.0,4.0,65323.0,583196.0,15644.0,4912630713347942.0,4912630713361222.0
428,1,4096,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",429,38,47175.0,0.0,3072.0,64.0,241850.0,3822328.0,430550.0,4912630713532103.0,4912630713552903.0
429,1,64,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",430,57,39013.0,0.0,368.0,1.0,44856.0,653929.0,5784.0,4912630713708424.0,4912630713725064.0
430,1,540672,256,0,0,20,4,48,64,"batch_decode_kernels::routed_shared_gate_up(float*, float*, float const*, char const*, unsigned long const*, unsigned long const*, int const*, unsigned short const*, unsigned short const*, int, int, int, int, int)",431,46,157673.0,0.0,405504.0,8448.0,4318417.0,15334543.0,14304693.0,4912630713890664.0,4912630713983785.0
431,1,180224,256,0,0,24,0,32,64,"batch_decode_kernels::gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",432,23,69184.0,0.0,270336.0,2816.0,1552544.0,6080636.0,5171137.0,4912630714174026.0,4912630714209866.0
432,1,131072,256,0,0,24,0,48,64,"batch_decode_kernels::routed_shared_down(float*, float const*, float const*, char const*, unsigned long const*, int const*, float const*, unsigned short const*, int, int, int, int, int)",433,19,115334.0,0.0,294912.0,2048.0,2997222.0,10953426.0,9621378.0,4912630714402987.0,4912630714468427.0
433,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",434,38,57733.0,0.0,98304.0,2048.0,1236469.0,4879709.0,3960742.0,4912630714635468.0,4912630714663788.0
434,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",435,36,34223.0,0.0,70.0,4.0,67244.0,589943.0,16254.0,4912630714880909.0,4912630714894669.0
435,1,233472,256,0,0,16,0,32,64,"batch_decode_kernels::dual_gemv(float*, unsigned short const*, int, float*, unsigned short const*, int, float const*, int, int)",436,37,75271.0,0.0,175104.0,3648.0,1738576.0,6714919.0,5133004.0,4912630715067310.0,4912630715106350.0
436,1,256,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",437,33,28260.0,0.0,70.0,4.0,45117.0,510513.0,5900.0,4912630715304911.0,4912630715314991.0
437,1,524288,256,0,0,36,4,32,64,"batch_decode_kernels::q_absorb_rope(float*, float*, float const*, unsigned short const*, int, int, int, int, int, int, int, float const*, int)",438,41,36662.0,0.0,393216.0,8192.0,486379.0,2725284.0,1583357.0,4912630715486831.0,4912630715502671.0
438,1,1024,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",439,43,29787.0,0.0,768.0,16.0,78645.0,1166545.0,37347.0,4912630715671472.0,4912630715681712.0
439,1,4096,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",440,52,25137.0,0.0,2048.0,64.0,61131.0,1606660.0,45858.0,4912630715851793.0,4912630715859793.0
440,1,524288,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",441,26,27878.0,0.0,196608.0,8192.0,124630.0,1914760.0,796091.0,4912630716043954.0,4912630716054034.0
441,1,131072,256,0,0,20,4,32,64,"batch_decode_kernels::value_up(float*, float const*, unsigned short const*, int, int, int, int, unsigned long)",442,30,33280.0,0.0,98304.0,2048.0,406858.0,2330968.0,1260569.0,4912630716227635.0,4912630716240435.0
442,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",443,38,50542.0,0.0,98304.0,2048.0,993436.0,4110824.0,3179430.0,4912630716415955.0,4912630716439796.0
443,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",444,36,33679.0,0.0,70.0,4.0,65185.0,579621.0,15336.0,4912630716600436.0,4912630716613556.0
444,1,4096,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",445,38,46416.0,0.0,3072.0,64.0,245506.0,3716911.0,423225.0,4912630716788757.0,4912630716809077.0
445,1,64,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",446,57,38389.0,0.0,368.0,1.0,44743.0,647494.0,5678.0,4912630716972598.0,4912630716988758.0
446,1,540672,256,0,0,20,4,48,64,"batch_decode_kernels::routed_shared_gate_up(float*, float*, float const*, char const*, unsigned long const*, unsigned long const*, int const*, unsigned short const*, unsigned short const*, int, int, int, int, int)",447,46,151928.0,0.0,405504.0,8448.0,4142087.0,14788218.0,13707877.0,4912630717170039.0,4912630717259479.0
447,1,180224,256,0,0,24,0,32,64,"batch_decode_kernels::gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",448,23,69329.0,0.0,270336.0,2816.0,1569022.0,6088696.0,5179282.0,4912630717463800.0,4912630717499960.0
448,1,131072,256,0,0,24,0,48,64,"batch_decode_kernels::routed_shared_down(float*, float const*, float const*, char const*, unsigned long const*, int const*, float const*, unsigned short const*, int, int, int, int, int)",449,19,115304.0,0.0,294912.0,2048.0,3000805.0,10878273.0,9636794.0,4912630717704761.0,4912630717770361.0
449,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",450,38,56992.0,0.0,98304.0,2048.0,1230983.0,4886222.0,3957450.0,4912630717945082.0,4912630717973402.0
450,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",451,36,33439.0,0.0,70.0,4.0,64482.0,582767.0,15620.0,4912630718142523.0,4912630718155803.0
451,1,233472,256,0,0,16,0,32,64,"batch_decode_kernels::dual_gemv(float*, unsigned short const*, int, float*, unsigned short const*, int, float const*, int, int)",452,37,73468.0,0.0,175104.0,3648.0,1733352.0,6655223.0,4981705.0,4912630718328444.0,4912630718367324.0
452,1,256,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",453,33,27922.0,0.0,70.0,4.0,46423.0,507913.0,5684.0,4912630718570525.0,4912630718580285.0
453,1,524288,256,0,0,36,4,32,64,"batch_decode_kernels::q_absorb_rope(float*, float*, float const*, unsigned short const*, int, int, int, int, int, int, int, float const*, int)",454,41,36754.0,0.0,393216.0,8192.0,500724.0,2796758.0,1551199.0,4912630718763646.0,4912630718779486.0
454,1,1024,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",455,43,28289.0,0.0,768.0,16.0,72710.0,1140025.0,38861.0,4912630718954206.0,4912630718964127.0
455,1,4096,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",456,52,24168.0,0.0,2048.0,64.0,60100.0,1566087.0,45219.0,4912630719149567.0,4912630719157247.0
456,1,524288,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",457,26,28501.0,0.0,196608.0,8192.0,131293.0,1983842.0,797365.0,4912630719345248.0,4912630719355808.0
457,1,131072,256,0,0,20,4,32,64,"batch_decode_kernels::value_up(float*, float const*, unsigned short const*, int, int, int, int, unsigned long)",458,30,31537.0,0.0,98304.0,2048.0,388102.0,2279488.0,1212859.0,4912630719533729.0,4912630719546049.0
458,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",459,38,47974.0,0.0,98304.0,2048.0,955520.0,3983398.0,3086430.0,4912630719725730.0,4912630719748450.0
459,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",460,36,34083.0,0.0,70.0,4.0,66357.0,591139.0,15962.0,4912630719910851.0,4912630719924451.0
460,1,4096,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",461,38,44538.0,0.0,3072.0,64.0,245145.0,3617201.0,399989.0,4912630720115812.0,4912630720135812.0
461,1,64,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",462,57,38606.0,0.0,368.0,1.0,45005.0,644972.0,5706.0,4912630720302212.0,4912630720318212.0
462,1,540672,256,0,0,20,4,48,64,"batch_decode_kernels::routed_shared_gate_up(float*, float*, float const*, char const*, unsigned long const*, unsigned long const*, int const*, unsigned short const*, unsigned short const*, int, int, int, int, int)",463,46,156115.0,0.0,405504.0,8448.0,4274762.0,15212252.0,14108307.0,4912630720500453.0,4912630720592614.0
463,1,180224,256,0,0,24,0,32,64,"batch_decode_kernels::gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",464,23,68657.0,0.0,270336.0,2816.0,1544717.0,6064919.0,5122724.0,4912630720754214.0,4912630720790374.0
464,1,131072,256,0,0,24,0,48,64,"batch_decode_kernels::routed_shared_down(float*, float const*, float const*, char const*, unsigned long const*, int const*, float const*, unsigned short const*, int, int, int, int, int)",465,19,114714.0,0.0,294912.0,2048.0,2991724.0,10819675.0,9646473.0,4912630720943975.0,4912630721009095.0
465,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",466,38,57373.0,0.0,98304.0,2048.0,1235212.0,4902329.0,3981276.0,4912630721208136.0,4912630721236936.0
466,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",467,36,35707.0,0.0,70.0,4.0,67953.0,610340.0,17260.0,4912630721404777.0,4912630721419177.0
467,1,233472,256,0,0,16,0,32,64,"batch_decode_kernels::dual_gemv(float*, unsigned short const*, int, float*, unsigned short const*, int, float const*, int, int)",468,37,73310.0,0.0,175104.0,3648.0,1668395.0,6597594.0,4932689.0,4912630721599338.0,4912630721637898.0
468,1,256,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",469,33,28016.0,0.0,70.0,4.0,45532.0,508940.0,6271.0,4912630721804939.0,4912630721814859.0
469,1,524288,256,0,0,36,4,32,64,"batch_decode_kernels::q_absorb_rope(float*, float*, float const*, unsigned short const*, int, int, int, int, int, int, int, float const*, int)",470,41,35381.0,0.0,393216.0,8192.0,506808.0,2684750.0,1614209.0,4912630721994220.0,4912630722009420.0
470,1,1024,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",471,43,27932.0,0.0,768.0,16.0,75463.0,1117873.0,36880.0,4912630722199501.0,4912630722209261.0
471,1,4096,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",472,52,24212.0,0.0,2048.0,64.0,60528.0,1561758.0,44836.0,4912630722393901.0,4912630722401742.0
472,1,524288,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",473,26,28000.0,0.0,196608.0,8192.0,127298.0,1953695.0,805690.0,4912630722595182.0,4912630722605582.0
473,1,131072,256,0,0,20,4,32,64,"batch_decode_kernels::value_up(float*, float const*, unsigned short const*, int, int, int, int, unsigned long)",474,30,30395.0,0.0,98304.0,2048.0,358137.0,2180298.0,1166715.0,4912630722790863.0,4912630722802543.0
474,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",475,38,49330.0,0.0,98304.0,2048.0,970687.0,4021254.0,3133275.0,4912630722991504.0,4912630723014864.0
475,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",476,36,35441.0,0.0,70.0,4.0,67267.0,605881.0,17463.0,4912630723190225.0,4912630723204625.0
476,1,4096,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",477,38,45142.0,0.0,3072.0,64.0,234429.0,3709462.0,416711.0,4912630723391826.0,4912630723411986.0
477,1,64,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",478,57,39068.0,0.0,368.0,1.0,43715.0,655229.0,6388.0,4912630723589267.0,4912630723605907.0
478,1,540672,256,0,0,20,4,48,64,"batch_decode_kernels::routed_shared_gate_up(float*, float*, float const*, char const*, unsigned long const*, unsigned long const*, int const*, unsigned short const*, unsigned short const*, int, int, int, int, int)",479,46,151762.0,0.0,405504.0,8448.0,4091149.0,14261003.0,13218366.0,4912630723789908.0,4912630723879508.0
479,1,180224,256,0,0,24,0,32,64,"batch_decode_kernels::gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",480,23,67470.0,0.0,270336.0,2816.0,1548177.0,5979574.0,5007606.0,4912630724054389.0,4912630724089909.0
480,1,131072,256,0,0,24,0,48,64,"batch_decode_kernels::routed_shared_down(float*, float const*, float const*, char const*, unsigned long const*, int const*, float const*, unsigned short const*, int, int, int, int, int)",481,19,114771.0,0.0,294912.0,2048.0,3025748.0,10922616.0,9689158.0,4912630724252630.0,4912630724317910.0
481,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",482,38,56903.0,0.0,98304.0,2048.0,1231998.0,4891565.0,3963655.0,4912630724510071.0,4912630724538231.0
482,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",483,36,34758.0,0.0,70.0,4.0,67009.0,596404.0,16605.0,4912630724709912.0,4912630724723832.0
483,1,233472,256,0,0,16,0,32,64,"batch_decode_kernels::dual_gemv(float*, unsigned short const*, int, float*, unsigned short const*, int, float const*, int, int)",484,37,73502.0,0.0,175104.0,3648.0,1697585.0,6626805.0,4955658.0,4912630724913912.0,4912630724952633.0
484,1,256,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",485,33,29041.0,0.0,70.0,4.0,46094.0,518053.0,5817.0,4912630725121753.0,4912630725132153.0
485,1,524288,256,0,0,36,4,32,64,"batch_decode_kernels::q_absorb_rope(float*, float*, float const*, unsigned short const*, int, int, int, int, int, int, int, float const*, int)",486,41,35623.0,0.0,393216.0,8192.0,483388.0,2651080.0,1580217.0,4912630725323514.0,4912630725338714.0
486,1,1024,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",487,43,29032.0,0.0,768.0,16.0,84627.0,1146707.0,40068.0,4912630725527355.0,4912630725537595.0
487,1,4096,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",488,52,24266.0,0.0,2048.0,64.0,60732.0,1563045.0,45794.0,4912630725731356.0,4912630725739036.0
488,1,524288,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",489,26,28034.0,0.0,196608.0,8192.0,120067.0,1897808.0,814409.0,4912630725929117.0,4912630725939197.0
489,1,131072,256,0,0,20,4,32,64,"batch_decode_kernels::value_up(float*, float const*, unsigned short const*, int, int, int, int, unsigned long)",490,30,30308.0,0.0,98304.0,2048.0,363917.0,2163125.0,1156440.0,4912630726143038.0,4912630726154718.0
490,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",491,38,48134.0,0.0,98304.0,2048.0,962909.0,3990925.0,3111205.0,4912630726343359.0,4912630726366079.0
