Dispatch_ID,GPU_ID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Correlation_ID,Kernel_ID,GRBM_GUI_ACTIVE,SQ_ACTIVE_INST_FLAT,SQ_ACTIVE_INST_MISC,SQ_ACTIVE_INST_VALU,SQ_ACTIVE_INST_VMEM,SQ_THREAD_CYCLES_VALU,SQ_WAVES,Start_Timestamp,End_Timestamp
1030,1,11264,256,19968,0,32,0,48,64,"batch_decode_kernels::mfma_gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",1031,19,157450.0,30272.0,121088.0,850432.0,0.0,53281536.0,176.0,4912535079296590.0,4912535079384591.0
1031,1,507904,256,11264,0,24,0,48,64,"void batch_decode_kernels::grouped_expert_down<16, 1>(float const*, unsigned short const*, char const*, unsigned long const*, int const*, int const*, float*, int, int, int, int)",1032,26,141166.0,128640.0,401408.0,2422400.0,0.0,153992960.0,7936.0,4912535079456591.0,4912535079536591.0
1032,1,1280,256,0,0,12,4,32,64,"batch_decode_kernels::reduce_routes_add(float*, float const*, float const*, int, int, int)",1033,28,60150.0,2240.0,1520.0,5800.0,0.0,371200.0,20.0,4912535079602832.0,4912535079631472.0
1033,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1034,21,193135.0,19328.0,132480.0,712320.0,0.0,45475840.0,128.0,4912535079697872.0,4912535079806513.0
1034,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",1035,33,32821.0,640.0,740.0,3865.0,0.0,245755.0,20.0,4912535079879793.0,4912535079892273.0
1035,1,12288,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1036,21,142666.0,20736.0,145152.0,779136.0,0.0,49729536.0,192.0,4912535079964113.0,4912535080042834.0
1036,1,2304,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1037,21,146794.0,3888.0,27216.0,146088.0,0.0,9324288.0,36.0,4912535080110514.0,4912535080191154.0
1037,1,1280,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",1038,39,29567.0,180.0,550.0,2175.0,0.0,125755.0,20.0,4912535080260275.0,4912535080270515.0
1038,1,32768,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",1039,30,32659.0,5376.0,27904.0,164352.0,0.0,9707520.0,512.0,4912535080337875.0,4912535080350515.0
1039,1,5120,256,0,0,24,0,32,64,"batch_decode_kernels::q_rope(float*, float const*, int, int, int, int, int, int, float const*, int)",1040,40,24229.0,320.0,720.0,7760.0,0.0,261120.0,80.0,4912535080422355.0,4912535080429075.0
1040,1,5120,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",1041,41,27794.0,1520.0,1120.0,17040.0,0.0,1020000.0,80.0,4912535080492916.0,4912535080502516.0
1041,1,20480,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",1042,51,25221.0,400.0,13360.0,12560.0,0.0,353360.0,320.0,4912535080571156.0,4912535080579156.0
1042,1,2621440,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",1043,23,64348.0,122880.0,204800.0,4669440.0,0.0,174981120.0,40960.0,4912535080646836.0,4912535080679796.0
1043,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",1044,30,54041.0,3840.0,24832.0,138240.0,0.0,8644608.0,128.0,4912535080746837.0,4912535080772117.0
1044,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1045,21,146195.0,14336.0,96768.0,519936.0,0.0,33163264.0,128.0,4912535080838357.0,4912535080919158.0
1045,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",1046,33,33482.0,640.0,740.0,3865.0,0.0,245755.0,20.0,4912535080986678.0,4912535080999318.0
1046,1,256,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1047,21,157115.0,432.0,3024.0,16232.0,0.0,1036032.0,4.0,4912535081066998.0,4912535081153559.0
1047,1,320,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",1048,57,40397.0,130.0,600.0,2005.0,0.0,95370.0,5.0,4912535081220599.0,4912535081237559.0
1048,1,256,256,1024,0,12,4,64,64,"batch_decode_kernels::align_routes(int const*, int, int, int, int*, int*, int*)",1049,17,41049.0,17.0,272.0,429.0,0.0,5541.0,4.0,4912535081299799.0,4912535081316919.0
1049,1,349184,256,19968,0,36,4,48,64,"void batch_decode_kernels::grouped_expert_gate_up<16, 1>(float const*, char const*, unsigned long const*, unsigned long const*, int const*, int const*, float*, unsigned short*, int, int, int, int, int)",1050,36,236229.0,160512.0,377872.0,3234352.0,0.0,203216464.0,5456.0,4912535081380120.0,4912535081518680.0
1050,1,11264,256,19968,0,32,0,48,64,"batch_decode_kernels::mfma_gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",1051,19,159438.0,30272.0,121088.0,850432.0,0.0,53281536.0,176.0,4912535081580761.0,4912535081669721.0
1051,1,507904,256,11264,0,24,0,48,64,"void batch_decode_kernels::grouped_expert_down<16, 1>(float const*, unsigned short const*, char const*, unsigned long const*, int const*, int const*, float*, int, int, int, int)",1052,26,140892.0,128640.0,401408.0,2422400.0,0.0,153992960.0,7936.0,4912535081734681.0,4912535081814362.0
1052,1,1280,256,0,0,12,4,32,64,"batch_decode_kernels::reduce_routes_add(float*, float const*, float const*, int, int, int)",1053,28,64215.0,2240.0,1520.0,5800.0,0.0,371200.0,20.0,4912535081876602.0,4912535081907802.0
1053,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1054,21,195631.0,19328.0,132480.0,712320.0,0.0,45475840.0,128.0,4912535081968602.0,4912535082079003.0
1054,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",1055,33,33268.0,640.0,740.0,3865.0,0.0,245755.0,20.0,4912535082143323.0,4912535082156123.0
1055,1,409600,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1056,21,802522.0,691200.0,4838400.0,25971200.0,0.0,1657651200.0,6400.0,4912535082217883.0,4912535082720766.0
1056,1,1280,256,2048,0,8,0,32,64,"batch_decode_kernels::argmax(float const*, int, int*, int)",1057,20,320560.0,8005.0,17555.0,66445.0,0.0,4122255.0,20.0,4912535082779966.0,4912535082963807.0
1057,1,512,512,0,0,20,4,32,64,__amd_rocclr_copyBuffer,1058,13,20440.0,10.0,45.0,97.0,0.0,5217.0,8.0,4912535085439338.0,4912535085444458.0
1058,1,51200,256,0,0,8,0,32,64,"batch_decode_kernels::embedding(float*, unsigned short const*, int const*, int*, int, int, int, int)",1059,44,21104.0,1600.0,2400.0,11200.0,0.0,716800.0,800.0,4912535085515498.0,4912535085521098.0
1059,1,6400,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",1060,33,32002.0,3200.0,3700.0,19325.0,0.0,1228775.0,100.0,4912535085586218.0,4912535085598219.0
1060,1,24576,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1061,21,167469.0,64512.0,313344.0,1857792.0,0.0,118812672.0,384.0,4912535085666699.0,4912535085761899.0
1061,1,4608,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1062,21,166853.0,12096.0,58752.0,348336.0,0.0,22277376.0,72.0,4912535085830540.0,4912535085923500.0
1062,1,6400,256,1024,0,24,0,32,64,"batch_decode_kernels::prefill_kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",1063,42,28978.0,900.0,2750.0,11675.0,0.0,673675.0,100.0,4912535085989900.0,4912535086000300.0
1063,1,65536,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",1064,30,35598.0,14592.0,59648.0,382464.0,0.0,23961600.0,1024.0,4912535086073101.0,4912535086087661.0
1064,1,25600,256,0,0,24,0,32,64,"batch_decode_kernels::prefill_q_rope(float*, float const*, int, int, int, int, int, float const*, int)",1065,45,24940.0,1600.0,3600.0,59200.0,0.0,1958400.0,400.0,4912535086154221.0,4912535086162061.0
1065,1,25600,256,0,0,64,0,96,64,"void batch_decode_kernels::flash_prefill<8>(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",1066,27,69829.0,16700.0,55100.0,208300.0,0.0,13331200.0,400.0,4912535086231821.0,4912535086266701.0
1066,1,16384,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",1067,30,61413.0,11520.0,53504.0,330240.0,0.0,21006336.0,256.0,4912535086340622.0,4912535086370542.0
1067,1,16384,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1068,21,168036.0,44032.0,208896.0,1239552.0,0.0,79259648.0,256.0,4912535086440787.0,4912535086535507.0
1068,1,6400,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",1069,33,31865.0,3200.0,3700.0,19325.0,0.0,1228775.0,100.0,4912535086609427.0,4912535086621107.0
1069,1,87552,256,19968,0,32,0,48,64,"batch_decode_kernels::mfma_gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",1070,19,355285.0,317376.0,1023264.0,7677216.0,0.0,488507328.0,1368.0,4912535086691667.0,4912535086907508.0
1070,1,16384,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1071,21,801052.0,226400.0,1102944.0,6563808.0,0.0,420012032.0,256.0,4912535086981108.0,4912535087458870.0
1071,1,6400,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",1072,33,32417.0,3200.0,3700.0,19325.0,0.0,1228775.0,100.0,4912535087536471.0,4912535087549111.0
1072,1,24576,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1073,21,166845.0,64512.0,313344.0,1857792.0,0.0,118812672.0,384.0,4912535087617431.0,4912535087712152.0
1073,1,4608,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1074,21,165614.0,12096.0,58752.0,348336.0,0.0,22277376.0,72.0,4912535087788632.0,4912535087880472.0
1074,1,6400,256,1024,0,24,0,32,64,"batch_decode_kernels::prefill_kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",1075,42,29412.0,900.0,2750.0,11675.0,0.0,673675.0,100.0,4912535087962713.0,4912535087973273.0
1075,1,65536,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",1076,30,36003.0,14592.0,59648.0,382464.0,0.0,23961600.0,1024.0,4912535088046233.0,4912535088061113.0
1076,1,25600,256,0,0,24,0,32,64,"batch_decode_kernels::prefill_q_rope(float*, float const*, int, int, int, int, int, float const*, int)",1077,45,24808.0,1600.0,3600.0,59200.0,0.0,1958400.0,400.0,4912535088130873.0,4912535088138553.0
1077,1,25600,256,0,0,64,0,96,64,"void batch_decode_kernels::flash_prefill<8>(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",1078,27,70143.0,16700.0,55100.0,208300.0,0.0,13331200.0,400.0,4912535088218074.0,4912535088253114.0
1078,1,16384,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",1079,30,59325.0,11520.0,53504.0,330240.0,0.0,21006336.0,256.0,4912535088329594.0,4912535088358074.0
1079,1,16384,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1080,21,168241.0,44032.0,208896.0,1239552.0,0.0,79259648.0,256.0,4912535088431835.0,4912535088526235.0
1080,1,6400,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",1081,33,32323.0,3200.0,3700.0,19325.0,0.0,1228775.0,100.0,4912535088602556.0,4912535088614396.0
1081,1,512,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1082,21,175464.0,1344.0,6528.0,38704.0,0.0,2475264.0,8.0,4912535088686076.0,4912535088783836.0
1082,1,1600,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",1083,57,36887.0,650.0,3000.0,10025.0,0.0,476745.0,25.0,4912535088849917.0,4912535088864637.0
1083,1,256,256,1024,0,12,4,64,64,"batch_decode_kernels::align_routes(int const*, int, int, int, int*, int*, int*)",1084,17,44980.0,40.0,327.0,514.0,0.0,9601.0,4.0,4912535088944157.0,4912535088963837.0
1084,1,394240,256,19968,0,36,4,48,64,"void batch_decode_kernels::grouped_expert_gate_up<16, 1>(float const*, char const*, unsigned long const*, unsigned long const*, int const*, int const*, float*, unsigned short*, int, int, int, int, int)",1085,36,566481.0,616704.0,1386000.0,12593328.0,0.0,795061520.0,6160.0,4912535089037278.0,4912535089385119.0
1085,1,22528,256,19968,0,32,0,48,64,"batch_decode_kernels::mfma_gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",1086,19,180141.0,81664.0,263296.0,1975424.0,0.0,125697792.0,352.0,4912535089469279.0,4912535089572640.0
1086,1,573440,256,11264,0,24,0,48,64,"void batch_decode_kernels::grouped_expert_down<16, 1>(float const*, unsigned short const*, char const*, unsigned long const*, int const*, int const*, float*, int, int, int, int)",1087,26,343911.0,499840.0,1487872.0,8981504.0,0.0,572596992.0,8960.0,4912535089645440.0,4912535089854081.0
1087,1,6400,256,0,0,12,4,32,64,"batch_decode_kernels::reduce_routes_add(float*, float const*, float const*, int, int, int)",1088,28,57684.0,11200.0,7600.0,29000.0,0.0,1856000.0,100.0,4912535089932002.0,4912535089959522.0
1088,1,16384,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1089,21,224798.0,59776.0,286080.0,1699200.0,0.0,108677120.0,256.0,4912535090049442.0,4912535090178403.0
1089,1,6400,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",1090,33,33398.0,3200.0,3700.0,19325.0,0.0,1228775.0,100.0,4912535090256643.0,4912535090269763.0
1090,1,24576,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1091,21,165367.0,64512.0,313344.0,1857792.0,0.0,118812672.0,384.0,4912535090339043.0,4912535090432964.0
1091,1,4608,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1092,21,166087.0,12096.0,58752.0,348336.0,0.0,22277376.0,72.0,4912535090501924.0,4912535090594084.0
1092,1,6400,256,1024,0,24,0,32,64,"batch_decode_kernels::prefill_kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",1093,42,28532.0,900.0,2750.0,11675.0,0.0,673675.0,100.0,4912535090683845.0,4912535090693765.0
1093,1,65536,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",1094,30,35628.0,14592.0,59648.0,382464.0,0.0,23961600.0,1024.0,4912535090770565.0,4912535090785285.0
1094,1,25600,256,0,0,24,0,32,64,"batch_decode_kernels::prefill_q_rope(float*, float const*, int, int, int, int, int, float const*, int)",1095,45,25021.0,1600.0,3600.0,59200.0,0.0,1958400.0,400.0,4912535090853606.0,4912535090861446.0
1095,1,25600,256,0,0,64,0,96,64,"void batch_decode_kernels::flash_prefill<8>(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",1096,27,70176.0,16700.0,55100.0,208300.0,0.0,13331200.0,400.0,4912535090939366.0,4912535090973766.0
1096,1,16384,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",1097,30,59502.0,11520.0,53504.0,330240.0,0.0,21006336.0,256.0,4912535091049767.0,4912535091078727.0
1097,1,16384,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1098,21,171635.0,44032.0,208896.0,1239552.0,0.0,79259648.0,256.0,4912535091169287.0,4912535091265607.0
1098,1,6400,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",1099,33,32981.0,3200.0,3700.0,19325.0,0.0,1228775.0,100.0,4912535091344968.0,4912535091357608.0
1099,1,512,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1100,21,174830.0,1344.0,6528.0,38704.0,0.0,2475264.0,8.0,4912535091449128.0,4912535091545929.0
1100,1,1600,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",1101,57,39489.0,650.0,3000.0,10025.0,0.0,476690.0,25.0,4912535091629449.0,4912535091645609.0
1101,1,256,256,1024,0,12,4,64,64,"batch_decode_kernels::align_routes(int const*, int, int, int, int*, int*, int*)",1102,17,45264.0,43.0,336.0,517.0,0.0,9832.0,4.0,4912535091717290.0,4912535091736970.0
1102,1,394240,256,19968,0,36,4,48,64,"void batch_decode_kernels::grouped_expert_gate_up<16, 1>(float const*, char const*, unsigned long const*, unsigned long const*, int const*, int const*, float*, unsigned short*, int, int, int, int, int)",1103,36,600574.0,686400.0,1558920.0,13871880.0,0.0,874388240.0,6160.0,4912535091825610.0,4912535092195372.0
1103,1,22528,256,19968,0,32,0,48,64,"batch_decode_kernels::mfma_gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",1104,19,179607.0,81664.0,263296.0,1975424.0,0.0,125697792.0,352.0,4912535092268492.0,4912535092371532.0
1104,1,573440,256,11264,0,24,0,48,64,"void batch_decode_kernels::grouped_expert_down<16, 1>(float const*, unsigned short const*, char const*, unsigned long const*, int const*, int const*, float*, int, int, int, int)",1105,26,351624.0,553600.0,1659520.0,10023680.0,0.0,638903040.0,8960.0,4912535092466253.0,4912535092680654.0
1105,1,6400,256,0,0,12,4,32,64,"batch_decode_kernels::reduce_routes_add(float*, float const*, float const*, int, int, int)",1106,28,56895.0,11200.0,7600.0,29000.0,0.0,1856000.0,100.0,4912535092752974.0,4912535092780014.0
1106,1,16384,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1107,21,224325.0,59776.0,286080.0,1699200.0,0.0,108677120.0,256.0,4912535092873775.0,4912535093002415.0
1107,1,6400,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",1108,33,32902.0,3200.0,3700.0,19325.0,0.0,1228775.0,100.0,4912535093092976.0,4912535093105296.0
1108,1,24576,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1109,21,166786.0,64512.0,313344.0,1857792.0,0.0,118812672.0,384.0,4912535093180656.0,4912535093275056.0
1109,1,4608,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1110,21,165186.0,12096.0,58752.0,348336.0,0.0,22277376.0,72.0,4912535093352977.0,4912535093444497.0
1110,1,6400,256,1024,0,24,0,32,64,"batch_decode_kernels::prefill_kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",1111,42,28163.0,900.0,2750.0,11675.0,0.0,673675.0,100.0,4912535093528818.0,4912535093538738.0
1111,1,65536,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",1112,30,35237.0,14592.0,59648.0,382464.0,0.0,23961600.0,1024.0,4912535093616178.0,4912535093630418.0
1112,1,25600,256,0,0,24,0,32,64,"batch_decode_kernels::prefill_q_rope(float*, float const*, int, int, int, int, int, float const*, int)",1113,45,24584.0,1600.0,3600.0,59200.0,0.0,1958400.0,400.0,4912535093701458.0,4912535093709298.0
1113,1,25600,256,0,0,64,0,96,64,"void batch_decode_kernels::flash_prefill<8>(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",1114,27,66363.0,16700.0,55100.0,208300.0,0.0,13331200.0,400.0,4912535093785939.0,4912535093818739.0
1114,1,16384,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",1115,30,60587.0,11520.0,53504.0,330240.0,0.0,21006336.0,256.0,4912535093896339.0,4912535093925779.0
1115,1,16384,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1116,21,169583.0,44032.0,208896.0,1239552.0,0.0,79259648.0,256.0,4912535093988820.0,4912535094084340.0
1116,1,6400,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",1117,33,32132.0,3200.0,3700.0,19325.0,0.0,1228775.0,100.0,4912535094176501.0,4912535094188181.0
1117,1,512,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1118,21,175011.0,1344.0,6528.0,38704.0,0.0,2475264.0,8.0,4912535094267861.0,4912535094364821.0
1118,1,1600,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",1119,57,37567.0,650.0,3000.0,10025.0,0.0,476715.0,25.0,4912535094451702.0,4912535094467382.0
1119,1,256,256,1024,0,12,4,64,64,"batch_decode_kernels::align_routes(int const*, int, int, int, int*, int*, int*)",1120,17,44525.0,42.0,333.0,516.0,0.0,9753.0,4.0,4912535094560822.0,4912535094580182.0
1120,1,394240,256,19968,0,36,4,48,64,"void batch_decode_kernels::grouped_expert_gate_up<16, 1>(float const*, char const*, unsigned long const*, unsigned long const*, int const*, int const*, float*, unsigned short*, int, int, int, int, int)",1121,36,597604.0,663168.0,1501280.0,13445696.0,0.0,847946000.0,6160.0,4912535094652983.0,4912535095020824.0
1121,1,22528,256,19968,0,32,0,48,64,"batch_decode_kernels::mfma_gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",1122,19,179836.0,81664.0,263296.0,1975424.0,0.0,125697792.0,352.0,4912535095128825.0,4912535095231705.0
1122,1,573440,256,11264,0,24,0,48,64,"void batch_decode_kernels::grouped_expert_down<16, 1>(float const*, unsigned short const*, char const*, unsigned long const*, int const*, int const*, float*, int, int, int, int)",1123,26,347871.0,535680.0,1602304.0,9676288.0,0.0,616801024.0,8960.0,4912535095329786.0,4912535095541627.0
1123,1,6400,256,0,0,12,4,32,64,"batch_decode_kernels::reduce_routes_add(float*, float const*, float const*, int, int, int)",1124,28,57744.0,11200.0,7600.0,29000.0,0.0,1856000.0,100.0,4912535095649787.0,4912535095677147.0
1124,1,16384,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1125,21,226743.0,59776.0,286080.0,1699200.0,0.0,108677120.0,256.0,4912535095777468.0,4912535095907388.0
1125,1,6400,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",1126,33,34525.0,3200.0,3700.0,19325.0,0.0,1228775.0,100.0,4912535095990429.0,4912535096004029.0
1126,1,24576,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1127,21,166681.0,64512.0,313344.0,1857792.0,0.0,118812672.0,384.0,4912535096070109.0,4912535096164509.0
1127,1,4608,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1128,21,164813.0,12096.0,58752.0,348336.0,0.0,22277376.0,72.0,4912535096260990.0,4912535096352510.0
1128,1,6400,256,1024,0,24,0,32,64,"batch_decode_kernels::prefill_kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",1129,42,27406.0,900.0,2750.0,11675.0,0.0,673675.0,100.0,4912535096423551.0,4912535096432991.0
1129,1,65536,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",1130,30,35667.0,14592.0,59648.0,382464.0,0.0,23961600.0,1024.0,4912535096498271.0,4912535096512831.0
1130,1,25600,256,0,0,24,0,32,64,"batch_decode_kernels::prefill_q_rope(float*, float const*, int, int, int, int, int, float const*, int)",1131,45,25314.0,1600.0,3600.0,59200.0,0.0,1958400.0,400.0,4912535096604991.0,4912535096612831.0
1131,1,25600,256,0,0,64,0,96,64,"void batch_decode_kernels::flash_prefill<8>(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",1132,27,65025.0,16700.0,55100.0,208300.0,0.0,13331200.0,400.0,4912535096685632.0,4912535096717632.0
1132,1,16384,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",1133,30,59412.0,11520.0,53504.0,330240.0,0.0,21006336.0,256.0,4912535096789952.0,4912535096818592.0
1133,1,16384,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1134,21,167893.0,44032.0,208896.0,1239552.0,0.0,79259648.0,256.0,4912535096899393.0,4912535096993953.0
1134,1,6400,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",1135,33,31998.0,3200.0,3700.0,19325.0,0.0,1228775.0,100.0,4912535097070913.0,4912535097082754.0
1135,1,512,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",1136,21,174281.0,1344.0,6528.0,38704.0,0.0,2475264.0,8.0,4912535097179554.0,4912535097276034.0
1136,1,1600,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",1137,57,38495.0,650.0,3000.0,10025.0,0.0,476780.0,25.0,4912535097348835.0,4912535097364835.0
