Dispatch_ID,GPU_ID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Correlation_ID,Kernel_ID,GRBM_GUI_ACTIVE,SQ_ACTIVE_INST_FLAT,SQ_ACTIVE_INST_MISC,SQ_ACTIVE_INST_VALU,SQ_ACTIVE_INST_VMEM,SQ_THREAD_CYCLES_VALU,SQ_WAVES,Start_Timestamp,End_Timestamp
455,1,4096,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",456,51,24674.0,80.0,2672.0,2512.0,0.0,70672.0,64.0,4912535000578192.0,4912535000586032.0
456,1,524288,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",457,23,28501.0,24576.0,40960.0,933888.0,0.0,34996224.0,8192.0,4912535000652433.0,4912535000662513.0
457,1,131072,256,0,0,20,4,32,64,"batch_decode_kernels::value_up(float*, float const*, unsigned short const*, int, int, int, int, unsigned long)",458,25,32931.0,34816.0,47104.0,444416.0,0.0,27152384.0,2048.0,4912535000725713.0,4912535000738833.0
458,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",459,18,48133.0,135168.0,147456.0,864256.0,0.0,54667264.0,2048.0,4912535000799153.0,4912535000822033.0
459,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",460,33,33721.0,128.0,148.0,773.0,0.0,49151.0,4.0,4912535000914354.0,4912535000927634.0
460,1,4096,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",461,18,45761.0,4160.0,4608.0,26944.0,0.0,1708288.0,64.0,4912535000991314.0,4912535001011474.0
461,1,64,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",462,57,39059.0,26.0,120.0,401.0,0.0,19065.0,1.0,4912535001094515.0,4912535001110995.0
462,1,540672,256,0,0,20,4,48,64,"batch_decode_kernels::routed_shared_gate_up(float*, float*, float const*, char const*, unsigned long const*, unsigned long const*, int const*, unsigned short const*, unsigned short const*, int, int, int, int, int)",463,43,154737.0,844800.0,321024.0,4604160.0,0.0,274973952.0,8448.0,4912535001188435.0,4912535001279955.0
463,1,180224,256,0,0,24,0,32,64,"batch_decode_kernels::gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",464,37,69319.0,273152.0,199936.0,1762816.0,0.0,106256128.0,2816.0,4912535001350516.0,4912535001386676.0
464,1,131072,256,0,0,24,0,48,64,"batch_decode_kernels::routed_shared_down(float*, float const*, float const*, char const*, unsigned long const*, int const*, float const*, unsigned short const*, int, int, int, int, int)",465,46,115063.0,544768.0,331776.0,2744320.0,0.0,172410880.0,2048.0,4912535001444276.0,4912535001509556.0
465,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",466,18,56186.0,184320.0,196608.0,1134592.0,0.0,71968768.0,2048.0,4912535001602037.0,4912535001630037.0
466,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",467,33,33681.0,128.0,148.0,773.0,0.0,49151.0,4.0,4912535001718197.0,4912535001731637.0
467,1,233472,256,0,0,16,0,32,64,"batch_decode_kernels::dual_gemv(float*, unsigned short const*, int, float*, unsigned short const*, int, float const*, int, int)",468,35,73884.0,237120.0,259008.0,1601472.0,0.0,101345088.0,3648.0,4912535001798198.0,4912535001837238.0
468,1,256,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",469,39,28878.0,36.0,110.0,435.0,0.0,25151.0,4.0,4912535001924278.0,4912535001934678.0
469,1,524288,256,0,0,36,4,32,64,"batch_decode_kernels::q_absorb_rope(float*, float*, float const*, unsigned short const*, int, int, int, int, int, int, int, float const*, int)",470,38,36534.0,41024.0,98432.0,1222240.0,0.0,73010688.0,8192.0,4912535002027319.0,4912535002042359.0
470,1,1024,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",471,41,27061.0,304.0,224.0,3408.0,0.0,204000.0,16.0,4912535002122199.0,4912535002131639.0
471,1,4096,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",472,51,25033.0,80.0,2672.0,2512.0,0.0,70672.0,64.0,4912535002200919.0,4912535002208919.0
472,1,524288,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",473,23,27630.0,24576.0,40960.0,933888.0,0.0,34996224.0,8192.0,4912535002276120.0,4912535002286360.0
473,1,131072,256,0,0,20,4,32,64,"batch_decode_kernels::value_up(float*, float const*, unsigned short const*, int, int, int, int, unsigned long)",474,25,31781.0,34816.0,47104.0,444416.0,0.0,27152384.0,2048.0,4912535002352120.0,4912535002364600.0
474,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",475,18,48164.0,135168.0,147456.0,864256.0,0.0,54667264.0,2048.0,4912535002427480.0,4912535002450521.0
475,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",476,33,33313.0,128.0,148.0,773.0,0.0,49151.0,4.0,4912535002545401.0,4912535002558521.0
476,1,4096,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",477,18,44944.0,4160.0,4608.0,26944.0,0.0,1708288.0,64.0,4912535002625081.0,4912535002645081.0
477,1,64,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",478,57,37382.0,26.0,120.0,401.0,0.0,19069.0,1.0,4912535002722202.0,4912535002737562.0
478,1,540672,256,0,0,20,4,48,64,"batch_decode_kernels::routed_shared_gate_up(float*, float*, float const*, char const*, unsigned long const*, unsigned long const*, int const*, unsigned short const*, unsigned short const*, int, int, int, int, int)",479,43,155633.0,844800.0,321024.0,4604160.0,0.0,274973952.0,8448.0,4912535002819642.0,4912535002911483.0
479,1,180224,256,0,0,24,0,32,64,"batch_decode_kernels::gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",480,37,66873.0,273152.0,199936.0,1762816.0,0.0,106256128.0,2816.0,4912535002982363.0,4912535003017403.0
480,1,131072,256,0,0,24,0,48,64,"batch_decode_kernels::routed_shared_down(float*, float const*, float const*, char const*, unsigned long const*, int const*, float const*, unsigned short const*, int, int, int, int, int)",481,46,114989.0,544768.0,331776.0,2744320.0,0.0,172410880.0,2048.0,4912535003108284.0,4912535003173084.0
481,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",482,18,56247.0,184320.0,196608.0,1134592.0,0.0,71968768.0,2048.0,4912535003271484.0,4912535003299484.0
482,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",483,33,34789.0,128.0,148.0,773.0,0.0,49151.0,4.0,4912535003372925.0,4912535003386685.0
483,1,233472,256,0,0,16,0,32,64,"batch_decode_kernels::dual_gemv(float*, unsigned short const*, int, float*, unsigned short const*, int, float const*, int, int)",484,35,72571.0,237120.0,259008.0,1601472.0,0.0,101345088.0,3648.0,4912535003472925.0,4912535003511005.0
484,1,256,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",485,39,28987.0,36.0,110.0,435.0,0.0,25151.0,4.0,4912535003591646.0,4912535003602206.0
485,1,524288,256,0,0,36,4,32,64,"batch_decode_kernels::q_absorb_rope(float*, float*, float const*, unsigned short const*, int, int, int, int, int, int, int, float const*, int)",486,38,35765.0,41024.0,98432.0,1222240.0,0.0,73010688.0,8192.0,4912535003671166.0,4912535003686526.0
486,1,1024,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",487,41,29045.0,304.0,224.0,3408.0,0.0,204000.0,16.0,4912535003750206.0,4912535003760926.0
487,1,4096,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",488,51,26639.0,80.0,2672.0,2512.0,0.0,70672.0,64.0,4912535003828607.0,4912535003837567.0
488,1,524288,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",489,23,28083.0,24576.0,40960.0,933888.0,0.0,34996224.0,8192.0,4912535003929247.0,4912535003939487.0
489,1,131072,256,0,0,20,4,32,64,"batch_decode_kernels::value_up(float*, float const*, unsigned short const*, int, int, int, int, unsigned long)",490,25,30442.0,34816.0,47104.0,444416.0,0.0,27152384.0,2048.0,4912535004018528.0,4912535004030208.0
490,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",491,18,47872.0,135168.0,147456.0,864256.0,0.0,54667264.0,2048.0,4912535004121568.0,4912535004144128.0
491,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",492,33,34014.0,128.0,148.0,773.0,0.0,49151.0,4.0,4912535004243329.0,4912535004256449.0
492,1,4096,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",493,18,49151.0,4160.0,4608.0,26944.0,0.0,1708288.0,64.0,4912535004343489.0,4912535004366049.0
493,1,64,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",494,57,37581.0,26.0,120.0,401.0,0.0,19073.0,1.0,4912535004450050.0,4912535004465410.0
494,1,540672,256,0,0,20,4,48,64,"batch_decode_kernels::routed_shared_gate_up(float*, float*, float const*, char const*, unsigned long const*, unsigned long const*, int const*, unsigned short const*, unsigned short const*, int, int, int, int, int)",495,43,156361.0,844800.0,321024.0,4604160.0,0.0,274973952.0,8448.0,4912535004551490.0,4912535004643810.0
495,1,180224,256,0,0,24,0,32,64,"batch_decode_kernels::gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",496,37,66950.0,273152.0,199936.0,1762816.0,0.0,106256128.0,2816.0,4912535004720931.0,4912535004756291.0
496,1,131072,256,0,0,24,0,48,64,"batch_decode_kernels::routed_shared_down(float*, float const*, float const*, char const*, unsigned long const*, int const*, float const*, unsigned short const*, int, int, int, int, int)",497,46,114451.0,544768.0,331776.0,2744320.0,0.0,172410880.0,2048.0,4912535004847971.0,4912535004912772.0
497,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",498,18,56147.0,184320.0,196608.0,1134592.0,0.0,71968768.0,2048.0,4912535004994532.0,4912535005022532.0
498,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",499,33,34090.0,128.0,148.0,773.0,0.0,49151.0,4.0,4912535005104772.0,4912535005118373.0
499,1,233472,256,0,0,16,0,32,64,"batch_decode_kernels::dual_gemv(float*, unsigned short const*, int, float*, unsigned short const*, int, float const*, int, int)",500,35,73229.0,237120.0,259008.0,1601472.0,0.0,101345088.0,3648.0,4912535005188613.0,4912535005227333.0
500,1,256,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",501,39,30752.0,36.0,110.0,435.0,0.0,25151.0,4.0,4912535005313253.0,4912535005324773.0
501,1,524288,256,0,0,36,4,32,64,"batch_decode_kernels::q_absorb_rope(float*, float*, float const*, unsigned short const*, int, int, int, int, int, int, int, float const*, int)",502,38,36507.0,41024.0,98432.0,1222240.0,0.0,73010688.0,8192.0,4912535005416934.0,4912535005432454.0
502,1,1024,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",503,41,29248.0,304.0,224.0,3408.0,0.0,204000.0,16.0,4912535005519014.0,4912535005529894.0
503,1,4096,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",504,51,26203.0,80.0,2672.0,2512.0,0.0,70672.0,64.0,4912535005623175.0,4912535005631815.0
504,1,524288,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",505,23,27727.0,24576.0,40960.0,933888.0,0.0,34996224.0,8192.0,4912535005707655.0,4912535005717735.0
505,1,131072,256,0,0,20,4,32,64,"batch_decode_kernels::value_up(float*, float const*, unsigned short const*, int, int, int, int, unsigned long)",506,25,30851.0,34816.0,47104.0,444416.0,0.0,27152384.0,2048.0,4912535005791656.0,4912535005803656.0
506,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",507,18,47883.0,135168.0,147456.0,864256.0,0.0,54667264.0,2048.0,4912535005895336.0,4912535005917896.0
507,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",508,33,34619.0,128.0,148.0,773.0,0.0,49151.0,4.0,4912535006000456.0,4912535006014217.0
508,1,4096,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",509,18,45988.0,4160.0,4608.0,26944.0,0.0,1708288.0,64.0,4912535006085897.0,4912535006106697.0
509,1,64,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",510,57,39293.0,26.0,120.0,401.0,0.0,19074.0,1.0,4912535006166537.0,4912535006183017.0
510,1,540672,256,0,0,20,4,48,64,"batch_decode_kernels::routed_shared_gate_up(float*, float*, float const*, char const*, unsigned long const*, unsigned long const*, int const*, unsigned short const*, unsigned short const*, int, int, int, int, int)",511,43,155125.0,844800.0,321024.0,4604160.0,0.0,274973952.0,8448.0,4912535006248938.0,4912535006340298.0
511,1,180224,256,0,0,24,0,32,64,"batch_decode_kernels::gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",512,37,66862.0,273152.0,199936.0,1762816.0,0.0,106256128.0,2816.0,4912535006403818.0,4912535006438698.0
512,1,131072,256,0,0,24,0,48,64,"batch_decode_kernels::routed_shared_down(float*, float const*, float const*, char const*, unsigned long const*, int const*, float const*, unsigned short const*, int, int, int, int, int)",513,46,115651.0,544768.0,331776.0,2744320.0,0.0,172410880.0,2048.0,4912535006533099.0,4912535006598219.0
513,1,131072,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",514,18,55748.0,184320.0,196608.0,1134592.0,0.0,71968768.0,2048.0,4912535006687180.0,4912535006715020.0
514,1,256,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",515,33,32487.0,128.0,148.0,773.0,0.0,49151.0,4.0,4912535006777900.0,4912535006790380.0
515,1,6553600,256,0,0,16,0,32,64,"batch_decode_kernels::gemv(float*, float const*, unsigned short const*, int, int, int, int)",516,18,889447.0,6656000.0,7372800.0,43110400.0,0.0,2733260800.0,102400.0,4912535006885260.0,4912535007457263.0
516,1,256,256,2048,0,8,0,32,64,"batch_decode_kernels::argmax(float const*, int, int*, int)",517,20,315359.0,1601.0,3510.0,13287.0,0.0,824452.0,4.0,4912535007552463.0,4912535007733424.0
517,1,256,256,0,0,12,4,32,64,__amd_rocclr_fillBufferAligned,518,6,19713.0,1.0,41.0,51.0,0.0,2319.0,4.0,4912535007828625.0,4912535007833585.0
518,1,256,256,0,0,12,4,32,64,__amd_rocclr_fillBufferAligned,519,6,20377.0,2.0,37.0,45.0,0.0,2088.0,4.0,4912535007891985.0,4912535007897425.0
519,1,10240,256,0,0,8,0,32,64,"batch_decode_kernels::embedding(float*, unsigned short const*, int const*, int*, int, int, int, int)",520,44,19118.0,325.0,480.0,2250.0,0.0,143370.0,160.0,4912535007976305.0,4912535007980625.0
520,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",521,33,32103.0,640.0,740.0,3865.0,0.0,245755.0,20.0,4912535008043346.0,4912535008055666.0
521,1,12288,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",522,21,142431.0,20736.0,145152.0,779136.0,0.0,49729536.0,192.0,4912535008130226.0,4912535008209426.0
522,1,2304,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",523,21,144527.0,3888.0,27216.0,146088.0,0.0,9324288.0,36.0,4912535008294387.0,4912535008373747.0
523,1,1280,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",524,39,29069.0,180.0,550.0,2175.0,0.0,125755.0,20.0,4912535008476148.0,4912535008486708.0
524,1,32768,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",525,30,32257.0,5376.0,27904.0,164352.0,0.0,9707520.0,512.0,4912535008568628.0,4912535008581428.0
525,1,5120,256,0,0,24,0,32,64,"batch_decode_kernels::q_rope(float*, float const*, int, int, int, int, int, int, float const*, int)",526,40,23887.0,320.0,720.0,7760.0,0.0,261120.0,80.0,4912535008656788.0,4912535008664148.0
526,1,5120,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",527,41,28019.0,1520.0,1120.0,17040.0,0.0,1020000.0,80.0,4912535008745109.0,4912535008755029.0
527,1,20480,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",528,51,25051.0,400.0,13360.0,12560.0,0.0,353360.0,320.0,4912535008857109.0,4912535008865269.0
528,1,2621440,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",529,23,63907.0,122880.0,204800.0,4669440.0,0.0,174981120.0,40960.0,4912535008945910.0,4912535008979030.0
529,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",530,30,53301.0,3840.0,24832.0,138240.0,0.0,8644608.0,128.0,4912535009041430.0,4912535009066550.0
530,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",531,21,148219.0,14336.0,96768.0,519936.0,0.0,33163264.0,128.0,4912535009153111.0,4912535009234871.0
531,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",532,33,32889.0,640.0,740.0,3865.0,0.0,245755.0,20.0,4912535009335831.0,4912535009348791.0
532,1,43776,256,19968,0,32,0,48,64,"batch_decode_kernels::mfma_gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",533,19,200833.0,117648.0,470592.0,3305088.0,0.0,207071424.0,684.0,4912535009430872.0,4912535009548952.0
533,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",534,21,682961.0,72160.0,510432.0,2748384.0,0.0,175783936.0,128.0,4912535009642393.0,4912535010045435.0
534,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",535,33,31687.0,640.0,740.0,3865.0,0.0,245755.0,20.0,4912535010136155.0,4912535010148315.0
535,1,12288,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",536,21,142853.0,20736.0,145152.0,779136.0,0.0,49729536.0,192.0,4912535010233595.0,4912535010312796.0
536,1,2304,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",537,21,146401.0,3888.0,27216.0,146088.0,0.0,9324288.0,36.0,4912535010406236.0,4912535010486717.0
537,1,1280,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",538,39,28219.0,180.0,550.0,2175.0,0.0,125755.0,20.0,4912535010575997.0,4912535010585917.0
538,1,32768,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",539,30,32441.0,5376.0,27904.0,164352.0,0.0,9707520.0,512.0,4912535010671037.0,4912535010683837.0
539,1,5120,256,0,0,24,0,32,64,"batch_decode_kernels::q_rope(float*, float const*, int, int, int, int, int, int, float const*, int)",540,40,22793.0,320.0,720.0,7760.0,0.0,261120.0,80.0,4912535010792638.0,4912535010799358.0
540,1,5120,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",541,41,27624.0,1520.0,1120.0,17040.0,0.0,1020000.0,80.0,4912535010884798.0,4912535010894558.0
541,1,20480,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",542,51,25182.0,400.0,13360.0,12560.0,0.0,353360.0,320.0,4912535010977919.0,4912535010986079.0
542,1,2621440,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",543,23,64500.0,122880.0,204800.0,4669440.0,0.0,174981120.0,40960.0,4912535011048159.0,4912535011081599.0
543,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",544,30,56020.0,3840.0,24832.0,138240.0,0.0,8644608.0,128.0,4912535011169760.0,4912535011196320.0
544,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",545,21,147167.0,14336.0,96768.0,519936.0,0.0,33163264.0,128.0,4912535011265600.0,4912535011347040.0
545,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",546,33,33977.0,640.0,740.0,3865.0,0.0,245755.0,20.0,4912535011436481.0,4912535011449921.0
546,1,256,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",547,21,154222.0,432.0,3024.0,16232.0,0.0,1036032.0,4.0,4912535011531361.0,4912535011616482.0
547,1,320,64,0,0,16,0,48,64,"void moe_kernels::router_topk_wave64_kernel<64>(float*, float const*, int*, float*, int, int, int, int, int, float)",548,57,39534.0,130.0,600.0,2005.0,0.0,95340.0,5.0,4912535011680482.0,4912535011697282.0
548,1,256,256,1024,0,12,4,64,64,"batch_decode_kernels::align_routes(int const*, int, int, int, int*, int*, int*)",549,17,39508.0,17.0,272.0,429.0,0.0,5541.0,4.0,4912535011803682.0,4912535011820323.0
549,1,349184,256,19968,0,36,4,48,64,"void batch_decode_kernels::grouped_expert_gate_up<16, 1>(float const*, char const*, unsigned long const*, unsigned long const*, int const*, int const*, float*, unsigned short*, int, int, int, int, int)",550,36,231724.0,160512.0,377872.0,3234352.0,0.0,203216464.0,5456.0,4912535011923843.0,4912535012059844.0
550,1,11264,256,19968,0,32,0,48,64,"batch_decode_kernels::mfma_gate_up_swiglu(float*, float const*, unsigned short const*, unsigned short const*, int, int, int)",551,19,155885.0,30272.0,121088.0,850432.0,0.0,53281536.0,176.0,4912535012160484.0,4912535012247364.0
551,1,507904,256,11264,0,24,0,48,64,"void batch_decode_kernels::grouped_expert_down<16, 1>(float const*, unsigned short const*, char const*, unsigned long const*, int const*, int const*, float*, int, int, int, int)",552,26,139884.0,128640.0,401408.0,2422400.0,0.0,153992960.0,7936.0,4912535012311205.0,4912535012390725.0
552,1,1280,256,0,0,12,4,32,64,"batch_decode_kernels::reduce_routes_add(float*, float const*, float const*, int, int, int)",553,28,64322.0,2240.0,1520.0,5800.0,0.0,371200.0,20.0,4912535012485445.0,4912535012516486.0
553,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",554,21,194111.0,19328.0,132480.0,712320.0,0.0,45475840.0,128.0,4912535012610086.0,4912535012719847.0
554,1,1280,256,1024,0,12,4,32,64,"batch_decode_kernels::rmsnorm(float*, float const*, unsigned short const*, int, int, float)",555,33,32902.0,640.0,740.0,3865.0,0.0,245755.0,20.0,4912535012815207.0,4912535012827847.0
555,1,12288,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",556,21,140872.0,20736.0,145152.0,779136.0,0.0,49729536.0,192.0,4912535012909927.0,4912535012988008.0
556,1,2304,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",557,21,146183.0,3888.0,27216.0,146088.0,0.0,9324288.0,36.0,4912535013069288.0,4912535013149448.0
557,1,1280,256,1024,0,24,0,32,64,"batch_decode_kernels::kv_norm_rope(unsigned short*, float const*, unsigned short const*, int, int, int, int, int, int, float const*, int, float)",558,39,27615.0,180.0,550.0,2175.0,0.0,125755.0,20.0,4912535013246729.0,4912535013256329.0
558,1,32768,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",559,30,32685.0,5376.0,27904.0,164352.0,0.0,9707520.0,512.0,4912535013316169.0,4912535013328969.0
559,1,5120,256,0,0,24,0,32,64,"batch_decode_kernels::q_rope(float*, float const*, int, int, int, int, int, int, float const*, int)",560,40,23463.0,320.0,720.0,7760.0,0.0,261120.0,80.0,4912535013412650.0,4912535013419690.0
560,1,5120,256,0,0,16,0,32,64,"batch_decode_kernels::attention_score(float*, float const*, float const*, unsigned short const*, int, int, int, int, int, int, int, float)",561,41,26664.0,1520.0,1120.0,17040.0,0.0,1020000.0,80.0,4912535013487370.0,4912535013496330.0
561,1,20480,256,1024,0,20,4,48,64,"void attention_kernels::softmax_rows_kernel<256>(float*, int, int, int, int)",562,51,25155.0,400.0,13360.0,12560.0,0.0,353360.0,320.0,4912535013562090.0,4912535013570250.0
562,1,2621440,256,0,0,16,0,32,64,"batch_decode_kernels::latent_context(float*, float const*, unsigned short const*, int, int, int, int, int, int)",563,23,63653.0,122880.0,204800.0,4669440.0,0.0,174981120.0,40960.0,4912535013633931.0,4912535013666891.0
563,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_head_gemm(float*, float const*, unsigned short const*, int, int, int, int, int, int, unsigned long)",564,30,53379.0,3840.0,24832.0,138240.0,0.0,8644608.0,128.0,4912535013731531.0,4912535013756971.0
564,1,8192,256,11264,0,24,0,48,64,"batch_decode_kernels::mfma_gemm(float*, float const*, unsigned short const*, int, int, int, int)",565,21,145187.0,14336.0,96768.0,519936.0,0.0,33163264.0,128.0,4912535013857292.0,4912535013937612.0
